tweetid;user;content;date;lang;sentiment/polarity/value
7.70E+17;merceroura;@LauraCarvajal @RLloria @arturovillegasg @perezreverte @BmDulce @scardige @Laura_Chica @drcesarlozano un abrazo  es mutuo!!;29-08-2016 14:57;es;1
7.70E+17;kikillovlogs;@KoiSamsa jajajaja yo creo que esa fue improvisto eh! muchas grasias hermosa!!;29-08-2016 14:56;es;1
7.70E+17;Funkiyo;@LovNaty Tu vida ha parido a un grandisimo hijo de la gran p... , un maravilloso hombre!!.;29-08-2016 17:41;es;0
7.70E+17;saragabeph;@ninivecardenas2 Te puedes creer que te iba a poner lo mismo  Te quiero mi Nini;29-08-2016 17:40;es;1
7.70E+17;Funkiyo;@Rakshasa21 Pues no disfrutarás de un Dulce suelo;29-08-2016 16:07;es;0
7.70E+17;Arukkard;@ISanDesign @Hobby_Consolas jaja y por que lo peor, los juegos de Ubisoft no son tan malos, lo que si es un poco malo es ser solo de Sony;29-08-2016 16:06;es;0
7.70E+17;silviamatey;Cuando no puedo dormir, escribo todo lo que preocupa en una libreta que alguien me regaló y es como un somnífero instantáneo;29-08-2016 4:22;es;1
7.70E+17;elputosocio;@StealThisHills omito el *con alguien*, pensaba que estaba claro;29-08-2016 6:13;es;0
7.70E+17;Cris_RoLan;@Otxu88 espero que fuera todo bien y ahora a por una gran semana;29-08-2016 6:06;es;1
7.70E+17;Tarekbamrani;@CNNEE y si puedo trabajar en Madrid, Buenos Aires o Bogotá yo sería también muy feliz hihihihi;29-08-2016 4:24;es;1
7.70E+17;RiammiDiamond;me encantaría mucho tener una buena cámara y saber como usarla a la perfección;29-08-2016 7:06;es;1
7.70E+17;adinamita77;"@_mhiguera en cualquier caso gracias por tu ""welcome back"". Qué cálido ha sido";29-08-2016 7:48;es;1
7.70E+17;iuliandebarros;Han tenido buena iniciativa @AnabelCampo y encima son amigos;29-08-2016 7:45;es;1
7.70E+17;adinamita77;"@_mhiguera me ha dicho que es ""bienvenida de nuevo"". Pero ya me has hecho ir allí y ya  tú sabes que no suele haber nada bueno";29-08-2016 7:44;es;0
7.70E+17;EuBarrera3;"Ahora me daba yo un manguerazo a ver si se me quitaba esta cara de ""hola he dormido 2 horas""";29-08-2016 7:41;es;0
7.70E+17;kukuarria;@JulenReal Anda que no nos hemos subido ahí tu y yo en el paseo nuevo,  en fiestas de semana grande  ...;29-08-2016 7:39;es;1
7.70E+17;robbieXcessive;@henryancat tio es que esta el librillo recien comprao der chino y me toca la polla ???? vente pa casa te doy un piti;30-08-2016 3:14;es;0
7.70E+17;muguruzo94;Janowiiiiiiiicz ole tus cojones y ole tu set y tu over!!!! No me pago las fiestas pero si algún cubata!! Buenos diiiiias mundo!!;30-08-2016 4:36;es;1
7.71E+17;sdnss__;Me ha explotado un vaso en la mano, que forma tan bonita de empezar el día;30-08-2016 8:34;es;0
7.71E+17;WarnerMusicES;@crypsicho Significa que nos ha resultado gracioso cómo lo has dicho. Como ya comentamos, al final en 2016 es imposible traerlos;30-08-2016 8:32;es;0
7.71E+17;StayTrueorGTFO;"@insumisiones Es asqueroso esto. Amiguitos de mi ex diciendo que normal que me pegase porque ""tengo mucha mala leche."" 
Increíble.";30-08-2016 8:31;es;0
7.71E+17;ClaraLuuque;"AHHH
Todo el mundo me manda audios y no puedo escuchar canciones tranquila";30-08-2016 10:12;es;0
7.71E+17;ctxt_es;@Nine_Stories Somos pequeños y modestos, no podemos abarcar mucho más.;30-08-2016 11:30;es;0
7.71E+17;Flowerminx;@GabanFK tengo las 3 ediciones originales, y bueno...no los aguanto, demasiado antiguos;30-08-2016 11:30;es;0
7.71E+17;albulapass_;@HijodeBilharzio Que bonita zona de entreno escogieron;30-08-2016 11:24;es;1
7.71E+17;Flowerminx;@DanteDirewolf porque cuando veía a mi hermano jugar tenía malas pulgaaas;30-08-2016 11:20;es;0
7.71E+17;DMrcd;@CarlosLMiranda Buen artículo Carlos , se va Lucas pero tampoco hay que dramatizar , casi me haces llorar;30-08-2016 11:17;es;1
7.71E+17;msanchezb_88;Despues de todo sigues pendiente de mi y lo sabes, pero autoengañarse is moreee easyy;30-08-2016 11:06;es;0
7.71E+17;MariaYago;@UniversoMujer18 ya se acabo la hora jajaja estoy expectante a ver si me ha tocado el #cubreSelFem para llevarlo a todos lados puesto;30-08-2016 11:04;es;1
7.71E+17;aladroqe;@lithospheric Mejor. Cuando pagan la ESA y la NASA, al fin y al cabo pagamos todos  Que chulada!;30-08-2016 10:36;es;1
7.71E+17;Pedromonago;@RASAMA_ yo puedo cambiar de opinión, de cara es más difícil, porque vale una pasta.;30-08-2016 10:36;es;0
7.71E+17;Alis_8496;@ivan11PG Aunque aquí precisamente ninguno de los dos pero da igual por qué me haces esto;30-08-2016 10:36;es;0
7.71E+17;ivethencalada17;@BertoValen I'm back! Aunque esté desaparecida en combate me alegro a lot de tu graduación, Dr! Mucho ánimo en el MIR! Un abrazo grande;30-08-2016 10:31;es;1
7.71E+17;CristianFdez28;@FranCartagenaCT @BurnleyOfficial @ChelseaFC Bastante, bastante. Ganitas de verlo romper la Premier.;30-08-2016 10:54;es;1
7.71E+17;VI_Lelouch;@Vic_Phantomhive Nah, que soy un pringao que lleva aguantándole mucho y ya estoy cansado;30-08-2016 10:39;es;0
7.71E+17;Glamurosa79;@goetha  Ahora es Abel quien está resfriado  es lo ke tiene estar juntos todo el tiempo jajaja el curro bien?;30-08-2016 11:53;es;0
7.71E+17;YeOldeNemesis;@daniacal aún no, pero si estará jugable en el TGS no creo que tarde demasiado.;30-08-2016 11:53;es;1
7.71E+17;_CorLeonis;"Está puesta la película de ""Cómo entrenar a tu dragón"" en el autobús pero la pantalla está demasiado lejos y yo soy un topo.";30-08-2016 11:52;es;0
7.71E+17;Alis_8496;@ivan11PG Aunque esto no es una lucha, estamos jodidos y punto;30-08-2016 10:57;es;0
7.71E+17;tonitmorro;De aquí a una semana hará cuatro años que vivo en Barcelona. Creo que por el momento no se me ha dado nada mal;30-08-2016 6:09;es;1
7.71E+17;couso_jose;@Maquinuelo @ivansilvamatias si para ti que le vaticina al club 2 o 3 años no son malas palabras vale;30-08-2016 12:47;es;1
7.71E+17;rudeirwin;tio pero cuando dawn dispara a beth y daryl la dispara a ella inmediatamente y se pone a llorar;30-08-2016 12:32;es;0
7.71E+17;MarisaArtistt;@prettio_cgm bueno,  es algo..  Cuando encima no sabes porque te pasan las cosas todo es un poco peor  lo dicho, muchos ánimos;30-08-2016 12:29;es;0
7.71E+17;the_heruman;@Perguelofici Pero, en gral, de acuerd una opinión muy interesante! Tendría q escribir también una entrada en mi blog  @CarmenAgustin;30-08-2016 12:07;es;1
7.71E+17;the_heruman;@otonashi_saya Pero la verdad es que en general no voy mal de motivación... casi al revés, me sobra motivación (y ego;30-08-2016 13:41;es;1
7.71E+17;vanneontravel;@ia_nav @Los40Trending @dcodefest @LEONBENAVENTETW ten por seguro que si queda libre cuento contigo;30-08-2016 13:40;es;1
7.71E+17;IsuraDes;"Mi última partida jugada, con Sona support.
La grandes razones para jugar Sona 

https://t.co/2rgmMeAFIs";30-08-2016 13:38;es;1
7.71E+17;Cristina98Al;"Me estoy cansando a dar rt a esto d ""rt o suspendes"" pa luego suspender fijo";30-08-2016 13:36;es;0
7.71E+17;Norambu_;He hecho el primer puré de verduras de mi vida y parece pota y sabe mal;30-08-2016 12:50;es;0
7.70E+17;Elwolfi10;Por qué tiene que ser mi pelo tan goals mojado y tan mierda despues;30-08-2016 1:21;es;0
7.70E+17;JuanjoAssassin;Tengo ganas de bronca estoy aburrido, proximo tweet abro el cajon de mierda;30-08-2016 3:40;es;0
7.70E+17;JuanjoAssassin;Ea ya mañana cuando me despierte empieza la fiesta y ya estare distraido para el largo viaje de Valencia a Cadiz;30-08-2016 3:49;es;1
7.71E+17;spaces_on;@JorgeUfano ¡Muchas gracias por la respuesta! Cualquier cosa, aquí estamos para lo que necesites  ¡Saludos!;30-08-2016 13:00;es;1
7.71E+17;_CorLeonis;Estaba el autobús Benidorm-Madrid al lado con las puertas abiertas y me ha tentado subirme y volver.;30-08-2016 13:27;es;0
7.71E+17;SarikaDelgado;@KMinorito Es que solo piensa que todas las canciones tristes que tienen (loser por ejemplo) son basadas en experiencia..;30-08-2016 13:23;es;0
7.70E+17;Marinagg95;Ya decía yo que lo bueno me iba a llegar tarde o temprano  espero no poder equivocarme;30-08-2016 1:24;es;1
7.70E+17;AranchaDomingue;"Voy a soñar con fórmulas matemáticas, historia del mundo y la pasiva en inglés 
*le explotará la cabesa*";30-08-2016 1:05;es;0
7.71E+17;iri_lr;@XulioePunto Pues escapó.. Y no lo dimos encontrado, estuvimos al menos 5 personas buscando y nada;30-08-2016 6:34;es;0
7.70E+17;Habi_Nuki;@ragnomuelle Yo a veces hecho de menos mi pelo largo por eso mismo entre otras cosas;30-08-2016 1:35;es;0
7.71E+17;OrestesCA;@joanllenas es que son todo cosas que me molan  A lo mejor ya conoces speaking.io de Zack Holman también;30-08-2016 7:50;es;1
7.70E+17;nachittt;"que cansado me tenes albacete... que cansado!!  

sino vuelvo a rosario en verano........... ojo.";28-08-2016 3:13;es;0
7.71E+17;stephernelia;He visto un documental sobre las pirámides los moais y predicciones y ahora me da cosita dormir sola;31-08-2016 0:34;es;0
7.71E+17;meryfm12;"La regla me esta destrzando el cuerpo
Quiero vomitar, me duele la tripa, la cabeza, tengo fiebre y estoy mareada y pf";31-08-2016 1:35;es;0
7.71E+17;redesparatorpes;@zapejuana @Exojo @yeya_ade @rosipasmar @gartoro @nshradio Qué bonito... a mí me tiene que pagar las horas extras también, soy así...;31-08-2016 0:17;es;1
7.71E+17;PabloClavito;@SomeJaneDoe_ nazismo y fangirleo como tú filosofía de vida, doble moral  juju;31-08-2016 0:39;es;0
7.71E+17;FIFAntastic_;"Ya es oficia nos quedamos sin Konoplyanka en @LaLiga 

Eso sí, será una alternativa barata a Reus en la Bundes https://t.co/mvOqHl4p53";31-08-2016 6:51;es;0
7.71E+17;tukoberenguer;"Con ganas ya de que llegue septiembre 
Y comenzamos mañana nueva temporada en @DelecturaOblig. 
#adiosagosto";31-08-2016 11:07;es;1
7.71E+17;FranciscodPaula;"@_lauu_20 Gracias por lo de ""ídolo""  Aunque solo soy una persona normal y corriente que escribe libros";31-08-2016 11:05;es;1
7.71E+17;StayTrueorGTFO;@Rokkowen TODOS SIEMPRE tienen carita de super buenos y adorables pero luego la lían;31-08-2016 11:36;es;0
7.71E+17;paauliiitaa17;@Sr_Zeta hola vengo de intagram  en verdad ya te seguia pero hola igualmente????;31-08-2016 11:32;es;1
7.71E+17;CaptainKimChen;Llevo toda la mañana haciendo cosas y no he podido ver ni moon lovers, ni signal, ni nada;31-08-2016 11:31;es;0
7.71E+17;arantxaestevez;"""No tenemos la sensación de ir a un trabajo"", din os @PIXIES 
Eu na ofi lendo o @rockdelux, tampouco a teño  https://t.co/MEG8DZVVTn";31-08-2016 11:20;es;1
7.71E+17;zipiwi;Las horas que son y sigo sin ser capaz de ponerme a estudiar....el sueño puede conmigo;31-08-2016 11:13;es;0
7.71E+17;LuisMazuecos;"Voy a sentar a mi sobrina en el médico y me dicen uno súper mal ""está ocupado"" y le digo yo, pues se desocupa para la niña";31-08-2016 9:27;es;0
7.71E+17;HarryWuHe;HIJOS DE PUTA, dejad de darle rt a los otros y preguntadle a alguien por mi que no se a cuantos le he dao rt y solo ha respondido 1;31-08-2016 12:17;es;0
7.71E+17;LuisLorenzoT;@tonyoaguiar @albertopedroche Anda castrón, comí aquel trocín pequeño que me cortaste;31-08-2016 12:14;es;0
7.71E+17;Susanameis28;@anaamontull_ @IreneCarro_8 @MariloGarciaa6 con una pequeña donación hará felices a miles de chicas que no tienen  #asociacionmariloli;31-08-2016 1:28;es;1
7.71E+17;Anamasanro;@CatedraRSC_UAH Muchas gracias!! Feliz por haber formado parte de esta edición del Master!;31-08-2016 9:04;es;1
7.71E+17;ROOTSLOUIS;me cago en mi puta vida y en el puto vecino por hacer tanto ruido de buena mañana;31-08-2016 9:01;es;0
7.71E+17;nachusgalaicus;@Realba74 @InterSerEd genial Rebeca !! Este era mi deseo al escribirlo. Seguiré escribiendo en esta linea práctica;31-08-2016 10:20;es;1
7.71E+17;TaludEria;"#HistoriasAlegresEn4Palabras ""hoy trabajo en compañía"" y es que en @TaludEria se trabaja rodeado de gente muy maja  #Coworking #Oviedo";31-08-2016 11:39;es;1
7.71E+17;Dani_JCE;@Aitt7 calla que yo estoy ahora en mi día libre y las horas se pasan más rápido que poniendo copas en el bar;31-08-2016 10:39;es;0
7.71E+17;xladyoflight;Qué bonito es ser mujer  y que te joda los planes que tenias  y que te despierte el dolor de ovarios  ????????;31-08-2016 6:56;es;0
7.71E+17;cagaburon;@tooruskywalker no había casi nadie hablando del tema  (y tampoco puedo encontrar el vídeo, sad);31-08-2016 9:49;es;0
7.70E+17;Rafuki21;@Rafuki21 178. Sabes que me caes muy muy bien, y que en un futuro te daré un poco el coñazo con dudas de Diseño Gráfico;28-08-2016 10:46;es;1
7.70E+17;nuriamolines;@Swareles, ¡muchas gracias, Carla! De momento han caído tres, así que no empieza mal el día;28-08-2016 8:25;es;1
7.70E+17;padelworldpress;¡¡Muchas felicidades en el día de su cumpleaños a un buen amigo como @sagastiker!! A pasarlo en grande, compañero;28-08-2016 8:08;es;1
7.70E+17;cesarpg99;Hola estoy que reviento por haberme comido un box de kebab ayudadme a morir gracias;27-08-2016 21:20;es;0
7.70E+17;unadepocas;Después de casi un mes entero sin él... puff, espero no echar temporadas tan largas sin verlo;28-08-2016 5:18;es;0
7.70E+17;Luciiichi;¿No os pasa que en ferias podéis ver a una persona como unas 29 veces y justo a quien quieres ver no le/la ves ni una jodida vez?;27-08-2016 17:03;es;0
7.70E+17;hugomoransuarez;@FutbolModestoEs Que guapísimo , dejaron mendizorroza, pero San mames ... de los + guapos del MUNDO¡¡ sin duda.(opinión);27-08-2016 18:45;es;1
7.70E+17;Martuskiya;BABY @BlasAuryn #FollowSpree. y la suerte de la semana pasada???  esto sería demasiado grande para mi.;27-08-2016 20:32;es;0
7.70E+17;JMRojasRecio;@sport JA JA JA JA JA  Teneis el ojino como la bandera de Japón ,hijos de la gran puta;27-08-2016 20:32;es;0
7.70E+17;arrozconnori;@Tokpelotas estos últimos días han sido una detrás de otra. Ahora mismo nos vamos a La Fe a que miren a Pau, otra vez bronquitis;27-08-2016 20:10;es;0
7.70E+17;AiryMadness;Echo de menos a Lexa  mis bragas ya no vuelan tanto como antes. Ya no me hace falta limpiarlas cada 5 minutos;28-08-2016 12:11;es;0
7.70E+17;sofiablackshop;@AraMalikian Lo hemos pasado en grande con las 4 estaciones. Una auténtica gozada para toda la familia;28-08-2016 12:06;es;1
7.70E+17;GorritiDonosti;Plan perfecto para terminar el fin de semana. @AthleticClub - @FCBarcelona_es. Después @VillarrealCF - @SevillaFC;28-08-2016 18:13;es;1
7.70E+17;RCohello;Utopí audiencia estable, media de más de 8'5 en Imdb etc... Pero fue cancelada. No se puede tirar tanto de la manta farmacéutica;28-08-2016 18:09;es;0
7.70E+17;freepantoja;mi vida es una mierda primero me enamoro de un macedonio en ibiza y ahora del timbales de la panorama;28-08-2016 18:29;es;0
7.70E+17;AntonioGarciaN2;Tranquilos que con el.dinero de Camacho seguro mañana empiezan las escabadoras en el Arraijanal;28-08-2016 18:07;es;1
7.70E+17;GorritiDonosti;@Hectorfernandez @Alaves Pellegrino ha dotado al equipo una gran consistencia defensiva. Y buenos fichajes;28-08-2016 18:34;es;1
7.70E+17;ArvenLoL;"@pichyniboss te queda bien tio!
Espero que esteis todos pasando un buen verano";28-08-2016 18:31;es;1
7.70E+17;Wonkorota;@PITjjjimenez_PK Denada  porcierto hazme un hueco en tu agenda de combates quiero ver lo que es capaz tu monotype contra el mio;27-08-2016 20:12;es;1
7.70E+17;Minikiwii;Apenas me he muerto de miedo pasando por la plaza donde se hace la hoguera de San Juan toda oscura.;27-08-2016 20:58;es;0
7.70E+17;ToniTovarB;@pocho_f1 pero McLaren parece q mejora, 1,5s mas rápido que el año pasado en Qualy, y mantuvo a raya a los williams en Spa!;28-08-2016 14:28;es;1
7.70E+17;RockNTalk1;"Como dice @quique_gonzalez , se escapa otro verano en un furgón blindado  

@salaBBK #Bilbao #QuiqueGonzález

https://t.co/WeaevYCT2L";28-08-2016 9:30;es;0
7.70E+17;Iaben5;"No he ganado ni ganaré nada del concurso 
Me lo esperaba,soy gafe y al fin y al cabo la suerte no esta NUNCA de mi parte. #prayforiaben";28-08-2016 9:17;es;0
7.70E+17;TheFuryoStyle;En verdá llevo sin jugar al pokemon go desde que volví de Galicia porque ver que en Madrid no me sale nada guay me deprime y mucho;28-08-2016 14:25;es;0
7.70E+17;AmbrxsiaXV;Mi padre le ha dado un manotazo a mi móvil y gracias a Dios que lo que se ha roto ha sido el cristal templado;28-08-2016 14:20;es;0
7.70E+17;bloodOfDragon_;Quiero el pelo negro azulado y no sé cómo conseguirlo  los tintes de ese color que me he echado, no han hecho nada.;28-08-2016 14:43;es;0
7.70E+17;aladroqe;@ithaisa_sm @SuperScienceMe La verdad es que si, muy bonito  Me alegro que te haya gustado ! Y que hayas aprovechado el paseo virtual jeje;28-08-2016 12:55;es;1
7.70E+17;Sergi4869;@Nuchiky está en textos en inglés y voces en japonés. Que desilusión me he llevado al poner el juego  habrá que acostumbrarse ??;27-08-2016 19:38;es;0
7.70E+17;SirWhitesides_;¿lo más gracioso? que si no defiendes/apoyas/eres activista del feminismo pues ya eres un machista opresor;27-08-2016 18:15;es;0
7.70E+17;aladroqe;@saez_cristina @muyinteresante @Fairphone Genial ! Está genial que la gente conozca un poco más estas alternativas;27-08-2016 18:13;es;1
7.70E+17;SuperActrices;@ciberchenet Porque nunca nos toca un arbitro bueno? Hay alguno que sea bueno para el Valencia?;27-08-2016 18:12;es;0
7.70E+17;DanielRSanchez_;@borjald Ahora, la alternativa es incoherente e igual de inviable a día de hoy. En eso creo que estamos de acuerdo;28-08-2016 12:34;es;0
7.70E+17;MaiteVarasOrtiz;@SergioRevolS Pero este verano tampoco ha llegado a hacer calor, sobre todo si lo comparamos con el pasado;28-08-2016 12:25;es;1
7.70E+17;Sir_Cuncidado;@mariamira67 que nos regales con capturas de imagen de tus actividades ya no es sorpresa. Lo sorprendente es que tienes inivitado!;28-08-2016 15:20;es;1
7.70E+17;VICIOATOMICO;"@Avenghelyne un bq Aquaris m5.5 de hace un mes exacto y ya fallan cosas 

Busco uno que sea fluido y no me de problemas y buena garantia";28-08-2016 9:36;es;0
7.70E+17;merceroura;@eloycanovas jajaja! genial, te deseo lo mismo  los días se construyen, verdad?;28-08-2016 8:48;es;1
7.70E+17;ItsBorguing;@leeahistheway ya... ha sido muy grotesco por mi parte poner una foto de Ojeda a las 10:30. Perdona;28-08-2016 8:38;es;0
7.73E+17;dilleu;@sdelgadoaros ..por cierto, en USA obligan a parir a una niña de 12 años, embarazada a caua de una violación..? (Es para unas amigas);04-09-2016 21:23;es;0
7.73E+17;ChequioProGamer;Y los directos deberían ser totalmente estables (ya que en Madrid solían darme problemas) Se vienen cosas chulas;04-09-2016 21:18;es;1
7.73E+17;obsesionyoutube;odio la ubicación de tw porque yo la quiero dejar puesta pero cada vez que tuiteo me sale el nombre de mi pueblo y no quiero eso;04-09-2016 21:09;es;0
7.73E+17;DannyDME;Hola @TonyAguilarOfi nos gustaría escuchar #UnMinutoSinDolor nuevo single promocional de @DulceMaria en #40GlobalShow51 @40GlobalShow;04-09-2016 20:59;es;1
7.73E+17;migguis;@JuditRT home pues todos. L y M me tengo que levantar prontisimo para solo una hora y luego X, J y V tengo muchas horas  y clase todos los;04-09-2016 21:48;es;0
7.71E+17;jordicastalla;@Pudimos_ @iunida brutal! Como se parece a las manis separatistas en Catalunya!! Espero que todos consigan la anhelada libertad;01-09-2016 20:11;es;1
7.73E+17;pvil;@jrfern @xarxatic IA no llegó a ser social. Fue un espacio social de dinamización, muy útil, pero con fecha de caducidad. Y abrumador.;04-09-2016 18:23;es;0
7.73E+17;nati_cornide;@oskiblasco te juro que cuando el que ganó el pantin classic tiro la gorra y yo salte a por ella me calleron 2 encima y me aplastaron  JAJ;04-09-2016 18:46;es;0
7.72E+17;ElenaG7777;@pacoleonbarrios Aun hace calor pero las piscinas ya están cerradas y el mar pilla lejos  El Corte inglés no ha dicho aún que se acaba...;04-09-2016 16:57;es;0
7.72E+17;SofiaBonham;La envidia que le tengo a los que están conociendo a Jenko y Danielle ahora mismo no es normal. Es que ya aunque coja un avión no llego.;03-09-2016 14:36;es;0
7.72E+17;estherBA247;Me alegro mucho por vosotros! Sois una familia ideal  @mola_viajar aqui v si es niño Erik y si es niña Esther jaja ??;04-09-2016 10:09;es;1
7.73E+17;SloppyBel;@V966Cobano Ojalá personaje! Pero tengo examen el 12  De todas formas hablamos para la semana siguiente que ya se lo he dicho a Fernando!;04-09-2016 19:48;es;0
7.73E+17;FlyXena;#astroymas lo necesito. Se me acaba de romper   snifff snifff  gran podcast!!! saludos desde A Coruña (España);04-09-2016 18:57;es;0
7.72E+17;WoloHD;Bueno, pues vamos a recuperar el tiempo perdido. Empezare por descargarme el Manchester City - West Ham, a ver que tal;04-09-2016 14:57;es;1
7.72E+17;SoyCibelino;@Se_Wilk @CiutadansCs @PrensaCs @mrhciudadanos @AlfonsoRojoPD Gran capacidad de análisis de @InesArrimadas en esa entrevista. #visión;04-09-2016 17:31;es;1
7.72E+17;jmmacias7;#feliz domingo.. que todos encontremos la gloria bendita, el ocio, la magia, los besos compartidos de amor, el duende..;04-09-2016 15:54;es;1
7.71E+17;santicorriendo;@llillitto @CarreraCSIC @TrofeoJose_Cano @correporsiria @mediodemadrid @MitinAtletismo @nortevssur1 gracias  me lo paso genial haciéndolo!;01-09-2016 19:38;es;1
7.71E+17;SarikaDelgado;"@astrongergirl "" En algún momento empecé a mirar más al suelo que al cielo "" "" Estoy harto de llorar, así que intento sonreír """;01-09-2016 16:35;es;0
7.71E+17;fani8_8;Ahora que empiezan las jornadas de toros en esta ciudad me pongo un poco más triste al ver que seguimos sin evolucionar en muchas cosas;01-09-2016 17:31;es;0
7.71E+17;Pat_Shuder;Que dificil es retomar los estudios despues de dos meses sin tocar un libro.. #pereza #ganascero #septiembre=examen;01-09-2016 16:02;es;0
7.71E+17;BrockmansGin_es;@ClaudioSensasao @MsRose_84 @geraldine_balme ¡Cada vez sois más! Las risas están aseguradas entonces. Mañana preguntamos, dadlo por hecho;01-09-2016 21:21;es;1
7.71E+17;ratoncito2015;@Oviedo_crt digamos que soy lo bastante mayor para q si se pone tonta,ponerla en mis rodillas y darle unos azotes en el culete;01-09-2016 21:16;es;0
7.71E+17;josefelipem;@gregollaniz @juliorj10 Hablaba normal, con alguien, antes de q usted se metiera insultando. Debería tener más educación;01-09-2016 22:14;es;0
7.71E+17;JumperHarry;@escardi muchas felicidades en el día de tu cumpleaños sensual, espero que te lo pases genial y recibas muchos regalos suculentos;01-09-2016 22:37;es;1
7.71E+17;jmmacias7;#feliz septiembre..es bonito retarse..es increible lo mucho que puedes aprender.. medirse con el obstáculo..eres la joyita de la corona;01-09-2016 13:28;es;1
7.71E+17;rebecasaray;@MadnessOctopus ya... hay gente que es capaz de hacer eso. Yo si me corazón me pide poner cara de seta. No soy capaz de sonreir;01-09-2016 13:21;es;0
7.71E+17;Luvbrains;@Moguei @Begomix no tiene bastante con tener DOS puntos de salud, además está enamoradísima de la princesa y la princesa de la mala;01-09-2016 13:15;es;0
7.71E+17;TheDayILetGo;"@Dekainfame sí, he leído eso, pero luego he leído OTOÑO, NOVIEMBRE, DICIEMBRE y me ha dado bajón 
Además no tengo ni ds ni juego";01-09-2016 14:57;es;0
7.71E+17;vicentejuan;@JosMan_GoGi El efecto a largo plazo es la desafección mayoritaria entre la izquierda  El votante se cansa y se queda en casa.;01-09-2016 10:38;es;0
7.71E+17;manal20102;@Sara_benben pero el caso es que en Humanidades hay latín y griego y yo en mi vida he dado latin y griego así que me iria fatal en ellas;01-09-2016 11:10;es;0
7.71E+17;ganchetto;@CucoRguez Ya, estoy jugando al ratón y al gato. No solo voy, me quedo a dormir mañana en vuestro hotel. Quedamos fijo.;01-09-2016 11:04;es;1
7.72E+17;TheOriol3333;@Alvaro845 @progames045  tienes toda la razon alvaro! Soy un gran fan tuyo tu me enseñaste casi todo de clash of clans, eres el mejor!!!;02-09-2016 14:44;es;1
7.72E+17;Patry_92_Sax;@DBeletujo ajajajaja yo en Benidorm vi a dos mujeres con carritos de bebé y los perros dentro y cuando las vimos nos quedamos flipados;02-09-2016 18:55;es;0
7.72E+17;SuperActrices;@SophiaBush Pero me gusta la Idea.  Ver chicas fuertes luchando al estilo Dragon Ball Z y en versión real.;02-09-2016 19:27;es;1
7.71E+17;lavadorx;@timetransfixed_ te juro que no me acuerdo solo sé que alba hizo el vídeo inmitándole, no recuerdo absolutamente nada del original;01-09-2016 23:43;es;0
7.71E+17;ParanoidNeva;"@bigotingos 

Ilustres, Jose.

Qué fácil salen los insultos viendo cómo hemos empezado Burgos y Murcia";01-09-2016 22:04;es;0
7.72E+17;dafranganillo;Han talado el abedul gigante que había en la esquina de Ríos Rosas con Castellana  ¿Alguien sabe porqué? #Madrid;02-09-2016 7:20;es;0
7.72E+17;CiudadanoMalaka;"Demasiadas cosas raras en poco tiempo! Anda y que les follen
0 complicaciones
0 historias 
 Me voy a la playa y viva España!";02-09-2016 7:46;es;0
7.72E+17;gdetorres;Acabo de comprobar en Linkedin  si eras mi antiguo alumno, tengo un gran recuerdo @alexldguevara  Te deseo lo mejor @vlcextra;02-09-2016 20:30;es;1
7.72E+17;jaimecores;@Pedro_GarMu uy qué bien me vendría para colocar la WiFi, el portátil, las flautas, el saxo, el nariclete, las partituras y mi desorden;02-09-2016 13:03;es;1
7.72E+17;merceroura;@Comunikaa2 me alegro mucho!! es importante darnos cuenta del gran valor que podemos aportar y encontrar nuestra misión;02-09-2016 13:01;es;1
7.72E+17;AndresMachoXIII;Yo estaba cansadete, pero de repente me habla a un amigo para jugar un ratejo a la Beta de Battlefield 1, y quién le dice que no al chico;03-09-2016 0:05;es;1
7.72E+17;caval100;Es decente tener un Gobierno democrático que cumpla su función politica. NO lo es tener un Gobierno que representa la #corruPPción;02-09-2016 22:23;es;0
7.72E+17;GammaTeruo;@TichKhan_ d los cines donde la hacen este finde,el+accesible es el icaria,q ha bajado precios(no me pagan xD),o las matinales de DiagMar;02-09-2016 22:34;es;1
7.72E+17;ASESINATOREROS;nos subtitulos de Bojack horseman tan hablando de El Pais, El Mundo, El Mundo Today y Alaska y Mario y ye terrible;03-09-2016 0:58;es;0
7.72E+17;pmklose;@juanarza @JuanCladeRamon lo he intentado. Espero q en los próximos días veamos una ilustración práctica q ayude a clarificarlo;02-09-2016 23:06;es;0
7.73E+17;lucasfh1976;@BiciMAD Bien, ahora solo falta que pongáis una estación en #PuenteDeVallecas para poder ir en bici hasta mi casa;05-09-2016 12:20;es;1
7.73E+17;Reap_Jacker;@RinAnllel Uno aprende que el mejor momento de crear bonitos recuerdos es el presente, el pasado ya fue, te toca elegir lo que va a ser;05-09-2016 16:47;es;1
7.73E+17;PatriJBDL;@pasapalabraT5 @RaquelBielsa @_fraanb_ Gracias, lo único que me hace feliz es escuchar música, adivinar y ganar;05-09-2016 19:00;es;1
7.73E+17;carlitcat;@Anina97 Pues a mi me pasó una experiencia paranormal allí de noche y no he vuelto, pasé muchísimo miedo;05-09-2016 18:44;es;0
7.73E+17;KruzioBaal48;@YJaretir al cine no es romántico, vale. Yo de regalar algo soy más de dildos, lubricantes, o comida, algo de buen uso y luego doy masaje;05-09-2016 15:09;es;0
